id,year,month,day
5695,1977,02,11
5696,2011,11,26
5697,1977,01,04
5698,2019,09,04
5699,1958,09,20
5700,2015,04,25
5701,1941,08,31
5702,1947,07,01
5703,2005,07,26
5704,1999,10,24
5705,1976,11,21
5706,2017,01,26
5707,2013,03,04
5708,1954,02,20
5709,2000,08,27
5710,2015,05,07
5711,1957,12,21
5712,1980,03,05
5713,1981,12,15
5714,2009,11,26
5715,2015,07,21
5716,2000,11,18
5717,1994,10,22
5718,1955,06,02
5719,1957,10,07
5720,1983,03,09
5721,1982,07,09
5722,2014,05,06
5723,1952,08,10
5724,1949,11,24
5725,2013,08,16
5726,1940,02,18
5727,1991,09,16
5728,1978,06,18
5729,1950,12,07
5730,1946,12,21
5731,1986,06,27
5732,1981,09,06
5733,1990,08,10
5734,1962,10,18
5735,1996,11,09
5736,1991,04,04
5737,1941,05,29
5738,2005,01,16
5739,1986,01,13
5740,1997,04,11
5741,2006,12,13
5742,1994,04,19
5743,1944,05,31
5744,2000,10,15
5745,1976,02,10
5746,1996,02,02
5747,1962,05,22
5748,2011,11,21
5749,2007,02,04
5750,1959,11,12
5751,1991,06,28
5752,1974,09,25
5753,1979,05,07
5754,1948,07,25
5755,1979,03,17
5756,2016,06,25
5757,1963,10,12
5758,1946,06,20
5759,2010,09,05
5760,2009,07,21
5761,2017,08,25
5762,1998,11,26
5763,1972,10,25
5764,1977,11,11
5765,1980,05,17
5766,1970,07,20
5767,2018,03,26
5768,2014,03,25
5769,1970,12,31
5770,1988,12,25
5771,1969,10,05
5772,2001,09,06
5773,1968,05,14
5774,2003,08,25
5775,1950,04,28
5776,1944,01,22
5777,1962,02,13
5778,1976,10,19
5779,1975,02,27
5780,2007,10,06
5781,1980,05,25
5782,1979,03,18
5783,2002,06,19
5784,1948,04,21
5785,1962,01,04
5786,1977,04,10
5787,2006,06,26
5788,2012,03,10
5789,2003,12,22
5790,2002,07,09
5791,1991,04,07
5792,2012,06,27
5793,1991,06,22
5794,1978,03,05
5795,1943,01,22
5796,1954,03,24
5797,1991,07,05
5798,1956,01,20
5799,1962,12,14
5800,1998,05,08
5801,1994,12,12
5802,2017,03,22
5803,1974,12,20
5804,1947,11,28
5805,1984,09,14
5806,1994,11,06
5807,1991,07,27
5808,1997,10,14
5809,1967,01,31
5810,1957,06,09
5811,1971,01,13
5812,1957,07,06
5813,1943,05,15
5814,1984,09,22
5815,1942,07,02
5816,1974,08,18
5817,2017,09,14
5818,1950,10,12
5819,2008,07,31
5820,1960,12,21
5821,2009,11,27
5822,1997,04,20
5823,1945,05,04
5824,1966,03,28
5825,2003,01,06
5826,1989,03,23
5827,1998,10,05
5828,1942,06,29
5829,1965,08,20
5830,1947,10,12
5831,1962,08,24
5832,1991,05,20
5833,1995,05,29
5834,1950,08,13
5835,1943,04,14
5836,1945,10,23
5837,1965,10,06
5838,2019,09,16
5839,1982,08,05
5840,2001,03,11
5841,1947,02,22
5842,1984,04,01
5843,1951,04,24
5844,1970,06,21
5845,1946,11,27
5846,1952,11,05
5847,1955,07,24
5848,1978,08,19
5849,1959,09,22
5850,1964,07,30
5851,1985,02,18
5852,1999,09,05
5853,1974,09,24
5854,1963,12,31
5855,1949,10,04
5856,1980,11,23
5857,2011,02,21
5858,1984,10,22
5859,1993,05,15
5860,1998,05,27
5861,1969,08,31
5862,1979,10,05
5863,2010,02,06
5864,1997,11,27
5865,2009,11,23
5866,2010,09,07
5867,1977,01,03
5868,2015,07,30
5869,1996,01,14
5870,1983,11,25
5871,1960,05,14
5872,1984,09,25
5873,1945,12,11
5874,1982,07,10
5875,1944,07,31
5876,1984,05,05
5877,1978,11,14
5878,2009,04,13
5879,1983,11,30
5880,2020,02,12
5881,1998,08,09
5882,1965,06,09
5883,1950,08,25
5884,2004,02,03
5885,1955,01,15
5886,2013,01,28
5887,2020,02,28
5888,1994,11,02
5889,1995,04,24
5890,2017,02,11
5891,2019,12,05
5892,2007,09,14
5893,2015,12,07
5894,2017,02,18
5895,1993,08,06
5896,1969,04,21
5897,1971,12,11
5898,2014,04,20
5899,1970,07,06
5900,1972,11,21
5901,2000,01,04
5902,1998,10,11
5903,1973,10,14
5904,1941,09,18
5905,2012,09,18
5906,1977,02,20
5907,1967,04,11
5908,1987,04,10
5909,2017,09,26
5910,1998,06,25
5911,1974,06,01
5912,1946,05,08
5913,1997,04,24
5914,1947,03,22
5915,1988,02,23
5916,1950,01,10
5917,2013,01,13
5918,1947,12,29
5919,2002,08,21
5920,1995,08,05
5921,1973,01,06
5922,1947,02,14
5923,1940,08,02
5924,1976,07,01
5925,1944,10,14
5926,1940,02,18
5927,1960,03,03
5928,1979,10,16
5929,1997,02,20
5930,2003,09,09
5931,1941,12,31
5932,1956,05,13
5933,1978,03,09
5934,1942,06,19
5935,2018,03,29
5936,1949,06,10
5937,1981,05,19
5938,1972,11,04
5939,2006,09,08
5940,2004,04,11
5941,1962,06,15
5942,1966,06,19
5943,2016,12,11
5944,1978,06,23
5945,1993,08,15
5946,1992,10,11
5947,2004,05,06
5948,1977,05,05
5949,1984,10,13
5950,1957,07,29
5951,1999,09,13
5952,1967,06,06
5953,1951,01,13
5954,1988,04,11
5955,2004,12,26
5956,1983,07,06
5957,1975,06,30
5958,1956,08,11
5959,1996,11,29
5960,2018,07,16
5961,2013,09,15
5962,1971,09,07
5963,1976,07,13
5964,1990,10,24
5965,1965,11,06
5966,2004,04,20
5967,1988,02,28
5968,2007,02,07
5969,2015,01,27
5970,1955,03,20
5971,1949,06,25
5972,2002,04,04
5973,2008,03,27
5974,2019,03,12
5975,1965,09,16
5976,1967,11,10
5977,2019,03,22
5978,1941,05,18
5979,1954,09,21
5980,1985,09,30
5981,1974,10,23
5982,2008,12,04
5983,1985,07,04
5984,1966,11,29
5985,1967,09,14
5986,1985,03,24
5987,2007,05,20
5988,2009,09,30
5989,2018,05,05
5990,2011,06,13
5991,1959,10,17
5992,1964,03,19
5993,1949,06,17
5994,1986,07,04
5995,2007,09,21
5996,1966,01,24
5997,1995,02,08
5998,1998,08,26
5999,2013,11,09
6000,1976,10,11
6001,1986,07,22
6002,1975,08,06
6003,1952,07,25
6004,1987,06,11
6005,1960,07,26
6006,1984,01,19
6007,1949,09,19
6008,1941,06,27
6009,1997,11,27
6010,2004,04,11
6011,1945,11,20
6012,1952,06,16
6013,1970,01,08
6014,1997,06,17
6015,2007,07,13
6016,1986,01,03
6017,2013,10,01
6018,1965,04,04
6019,1990,02,16
6020,1950,08,03
6021,1975,04,18
6022,1963,09,09
6023,1955,10,08
6024,1956,04,07
6025,1991,05,30
6026,1955,09,11
6027,2005,05,31
6028,1956,06,07
6029,1979,11,06
6030,1985,07,19
6031,2012,09,09
6032,2014,06,19
6033,1972,03,19
6034,1957,02,08
6035,2013,02,04
6036,2009,09,20
6037,1956,07,24
6038,1967,12,12
6039,1998,02,11
6040,1942,03,30
6041,1951,11,23
6042,1975,08,25
6043,1981,02,12
6044,2010,02,18
6045,2005,11,16
6046,1956,07,26
6047,1996,07,03
6048,1949,02,04
6049,1959,10,17
6050,2002,07,21
6051,1947,11,28
6052,2017,06,03
6053,1995,03,10
6054,1986,12,14
6055,2008,09,10
6056,1958,10,13
6057,1991,06,02
6058,1996,04,21
6059,1990,06,21
6060,1961,04,09
6061,1982,11,02
6062,1948,04,30
6063,2006,07,28
6064,1998,12,15
6065,1998,04,06
6066,1972,08,14
6067,2008,08,18
6068,1989,07,15
6069,1980,08,15
6070,1940,07,23
6071,1977,02,02
6072,1955,03,15
6073,1973,06,12
6074,1950,07,27
6075,1955,05,26
6076,1994,06,01
6077,1975,12,22
6078,2005,04,15
6079,1974,09,06
6080,2003,10,29
6081,1965,04,03
6082,1981,10,02
6083,1993,02,09
6084,1972,12,17
6085,1979,07,15
6086,1988,08,26
6087,1943,04,20
6088,1948,01,22
6089,1997,09,26
6090,1952,08,01
6091,2016,09,12
6092,1992,03,05
6093,1959,08,28
6094,1991,10,06
6095,1958,11,11
6096,1988,06,03
6097,1956,11,13
6098,2009,09,07
6099,2001,08,15
6100,2008,01,10
6101,2010,02,12
6102,2019,07,28
6103,1969,11,27
6104,1990,09,08
6105,1968,09,07
6106,1957,08,22
6107,1974,03,16
6108,1986,07,13
6109,1978,01,08
6110,1963,02,12
6111,1942,07,13
6112,1950,03,22
6113,1994,03,06
6114,1978,10,29
6115,1992,06,01
6116,1958,06,26
6117,1978,02,24
6118,1953,04,21
6119,1982,02,26
6120,1952,03,30
6121,1962,01,01
6122,1956,04,18
6123,1981,02,07
6124,1994,01,13
6125,2010,03,20
6126,1951,04,20
6127,1975,01,04
6128,1975,06,21
6129,1946,04,16
6130,1994,08,07
6131,2011,10,06
6132,2008,12,07
6133,1947,01,31
6134,1977,05,14
6135,1959,07,06
6136,1957,02,09
6137,1964,10,08
6138,1985,10,14
6139,1979,02,09
6140,1942,09,13
6141,2004,03,03
6142,1991,12,03
6143,1982,06,23
6144,1973,02,02
6145,1960,11,30
6146,2015,05,09
6147,2019,03,15
6148,1980,03,17
6149,2009,07,27
6150,1964,08,02
6151,1986,05,16
6152,1956,04,03
6153,2016,10,11
6154,1977,02,16
6155,1971,12,10
6156,2013,03,19
6157,1999,05,25
6158,1970,08,11
6159,1992,09,08
6160,1953,11,27
6161,1989,03,26
6162,2014,01,14
6163,1986,09,03
6164,1958,08,24
6165,1951,03,09
6166,1968,05,27
6167,1992,07,29
6168,1994,11,30
6169,1958,11,24
6170,1948,07,01
6171,1961,02,04
6172,2002,10,07
6173,1941,07,03
6174,1974,03,11
6175,1974,06,15
6176,1973,02,25
6177,1940,10,02
6178,1981,06,22
6179,2004,03,30
6180,2019,05,18
6181,2019,04,04
6182,1949,03,01
6183,1959,11,20
6184,1983,06,12
6185,1963,02,21
6186,2006,11,30
6187,1968,05,11
6188,1963,04,15
6189,1996,01,07
6190,1978,08,04
6191,2003,03,01
6192,1956,02,21
6193,1967,04,18
6194,1949,06,22
6195,1952,06,20
6196,1960,05,31
6197,1989,07,21
6198,1992,01,13
6199,1965,01,08
6200,1960,05,05
6201,2011,06,13
6202,1956,08,23
6203,2016,02,21
6204,1946,07,17
6205,2012,06,29
6206,1992,07,03
6207,1980,11,19
6208,1972,07,07
6209,1991,08,05
6210,1951,04,06
6211,2002,06,27
6212,2002,02,03
6213,1942,12,24
6214,1942,10,08
6215,1993,03,03
6216,1998,04,17
6217,1985,07,14
6218,2000,02,08
6219,2013,12,30
6220,2019,07,28
6221,1971,11,15
6222,1963,08,29
6223,2019,02,02
6224,1990,11,12
6225,1973,09,06
6226,1991,08,23
6227,1968,09,22
6228,1976,10,06
6229,1992,08,03
6230,2017,01,10
6231,1956,09,09
6232,1985,06,07
6233,1975,02,17
6234,2004,07,06
6235,1943,02,14
6236,1967,03,30
6237,1986,06,04
6238,1986,02,19
6239,1944,11,04
6240,1992,07,26
6241,2004,07,29
6242,1998,07,16
6243,1990,07,07
6244,2002,11,24
6245,1976,05,22
6246,1966,09,10
6247,1970,01,02
6248,1982,10,16
6249,2000,10,03
6250,1949,07,10
6251,2014,08,13
6252,1942,01,25
6253,1952,11,23
6254,1970,04,10
6255,1993,10,31
6256,1995,06,07
6257,1970,07,20
6258,1960,11,03
6259,1965,03,27
6260,1949,08,22
6261,1976,09,30
6262,1982,06,13
6263,1969,08,10
6264,1989,11,16
6265,1988,08,20
6266,1993,11,21
6267,1940,03,08
6268,1945,04,03
6269,2004,03,10
6270,1963,09,01
6271,1979,07,22
6272,1993,11,03
6273,1970,02,25
6274,2020,01,04
6275,1958,04,29
6276,1989,07,09
6277,1992,12,10
6278,1981,10,24
6279,1962,05,13
6280,1976,03,01
6281,2004,12,21
6282,1991,05,10
6283,1978,12,19
6284,1993,12,19
6285,1989,09,14
6286,2001,04,24
6287,1990,01,22
6288,1985,11,26
6289,1975,02,15
6290,1957,01,15
6291,1997,12,17
6292,1945,04,29
6293,1945,08,30
6294,2004,10,16
6295,2015,02,12
6296,2004,06,28
6297,1940,12,20
6298,2019,05,30
6299,1943,02,08
6300,2005,03,10
6301,1963,04,16
6302,1992,02,26
6303,1968,12,14
6304,1993,08,13
6305,1957,11,04
6306,1982,05,24
6307,1948,10,15
6308,1989,05,03
6309,1988,04,10
6310,1996,04,16
6311,1952,06,11
6312,1996,11,01
6313,1998,09,25
6314,1971,02,05
6315,1998,08,17
6316,1989,03,21
6317,1965,02,22
6318,2018,06,27
6319,1997,09,28
6320,1955,05,24
6321,1940,11,02
6322,1987,06,15
6323,1973,01,08
6324,1989,06,02
6325,1954,05,03
6326,2008,09,04
6327,2007,01,09
6328,1999,05,19
6329,1962,01,27
6330,2002,03,26
6331,1948,07,15
6332,2017,10,03
6333,1941,04,06
6334,1969,05,29
6335,1952,12,24
6336,1966,12,26
6337,1997,05,02
6338,2003,01,07
6339,1968,11,20
6340,1996,08,10
6341,2019,02,26
6342,2013,06,12
6343,2005,03,01
6344,1976,09,29
6345,1995,08,19
6346,1976,02,17
6347,1963,01,22
6348,2013,08,24
6349,2009,04,29
6350,1946,08,13
6351,1980,07,20
6352,1964,02,10
6353,2019,03,18
6354,1981,05,08
6355,2015,05,17
6356,1973,01,29
6357,2017,12,27
6358,2014,10,22
6359,1972,01,08
6360,1940,02,13
6361,1944,07,09
6362,1954,10,03
6363,2007,02,04
6364,1970,07,04
6365,2016,05,10
6366,2000,09,16
6367,1984,11,07
6368,1966,04,10
6369,2012,03,05
6370,1985,04,11
6371,2008,11,23
6372,1959,09,30
6373,1991,03,01
6374,1963,03,18
6375,2006,07,17
6376,2007,04,29
6377,1951,01,07
6378,1972,08,09
6379,1961,03,17
6380,2013,07,14
6381,2003,05,03
6382,1999,05,07
6383,2010,01,05
6384,1976,01,12
6385,1993,11,01
6386,1999,05,17
6387,1943,10,01
6388,2010,05,21
6389,2009,06,25
6390,2017,03,18
6391,1975,01,27
6392,1981,03,31
6393,1988,02,08
6394,1998,06,01
6395,2019,12,18
6396,1953,09,14
6397,2018,05,23
6398,1940,10,04
6399,1952,06,11
6400,1944,07,19
6401,2019,08,13
6402,2008,07,17
6403,1970,10,20
6404,1968,08,05
6405,1948,06,25
6406,1963,06,02
6407,1974,01,22
6408,1971,10,04
6409,1998,06,11
6410,1963,04,19
6411,1976,08,01
6412,1962,01,20
6413,1973,03,25
6414,1964,02,25
6415,1970,03,06
6416,1969,07,30
6417,1991,07,28
6418,1994,08,08
6419,1976,12,31
6420,2009,08,31
6421,2009,04,13
6422,1980,12,21
6423,2006,05,09
6424,1998,07,19
6425,1943,10,08
6426,1977,11,19
6427,1954,10,05
6428,1962,01,09
6429,1966,08,09
6430,1977,08,24
6431,1998,06,29
6432,1955,07,18
6433,1992,06,11
6434,2014,03,23
6435,2011,10,07
6436,2012,01,11
6437,2009,09,16
6438,1986,01,28
6439,1949,04,27
6440,1972,11,26
6441,1954,08,11
6442,2009,11,18
6443,1957,07,21
6444,2005,09,24
6445,1987,02,17
6446,2007,05,09
6447,1949,11,20
6448,1955,05,12
6449,1940,01,19
6450,1940,04,10
6451,1970,01,18
6452,1954,10,26
6453,2003,06,11
6454,1961,10,25
6455,1998,09,27
6456,2009,04,05
6457,1958,06,21
6458,1983,02,01
6459,2000,06,29
6460,1950,02,22
6461,1959,07,14
6462,1960,01,10
6463,2015,01,10
6464,1950,07,14
6465,2016,07,07
6466,1997,02,10
6467,2008,12,04
6468,1994,07,14
6469,2011,03,23
6470,2006,12,20
6471,1999,08,06
6472,1955,03,15
6473,1973,06,29
6474,2001,03,25
6475,1967,06,16
6476,2003,03,21
6477,1991,01,10
6478,1976,07,14
6479,1978,09,30
6480,1995,05,09
6481,1974,12,07
6482,2000,03,21
6483,2016,04,08
6484,1993,10,04
6485,1975,08,28
6486,1980,06,16
6487,1948,08,21
6488,2006,04,13
6489,1963,01,16
6490,1947,06,08
6491,2009,01,24
6492,1942,01,21
6493,1990,11,11
6494,1945,01,23
6495,2020,03,03
6496,2014,01,17
6497,1977,12,08
6498,1965,05,13
6499,1942,05,30
6500,1997,04,14
6501,1999,04,19
6502,2004,09,20
6503,1941,12,02
6504,1947,11,01
6505,1977,09,09
6506,2004,05,15
6507,1964,04,06
6508,1967,04,29
6509,2014,06,09
6510,1995,03,13
6511,1975,06,25
6512,1985,08,09
6513,1989,07,28
6514,1966,03,23
6515,2005,05,12
6516,1988,10,03
6517,1982,03,20
6518,1998,02,04
6519,1949,02,07
6520,2012,02,07
6521,1979,09,11
6522,1997,01,19
6523,1971,12,22
6524,1968,11,15
6525,1956,04,27
6526,2005,07,29
6527,1942,12,05
6528,1959,05,23
6529,1957,10,27
6530,1955,11,05
6531,1949,08,16
6532,1995,10,12
6533,1979,12,20
6534,1978,09,30
6535,1976,06,23
6536,1951,12,29
6537,2001,09,18
6538,1997,09,03
6539,1945,07,19
6540,1954,06,19
6541,1966,10,03
6542,1956,04,04
6543,1952,05,27
6544,1958,04,21
6545,1959,12,10
6546,1967,12,20
6547,1992,02,17
6548,1945,01,03
6549,2011,04,13
6550,1956,11,04
6551,1945,12,11
6552,2007,07,11
6553,1962,11,04
6554,1970,08,23
6555,1997,12,16
6556,1947,04,12
6557,1983,06,07
6558,1973,08,17
6559,1953,04,26
6560,1968,06,18
6561,1967,01,23
6562,1996,09,17
6563,1982,12,18
6564,1941,07,14
6565,1954,01,13
6566,1978,07,15
6567,2001,02,08
6568,1996,07,07
6569,1956,02,20
6570,1943,12,02
6571,1978,09,01
6572,1974,07,18
6573,1980,08,08
6574,1994,04,18
6575,1948,07,24
6576,2008,01,02
6577,2018,02,27
6578,2019,10,03
6579,2003,03,05
6580,1989,03,12
6581,1998,12,04
6582,2000,01,19
6583,2008,06,16
6584,1989,11,15
6585,1967,08,21
6586,1946,01,21
6587,1940,03,22
6588,1971,09,02
6589,1994,04,11
6590,1949,12,24
6591,1992,02,10
6592,1948,06,03
6593,1997,12,12
6594,1954,10,05
6595,1958,02,23
6596,2015,03,02
6597,2012,01,07
6598,2017,07,19
6599,1991,10,08
6600,1960,09,28
6601,1952,12,03
6602,1963,01,10
6603,2007,08,05
6604,1999,02,09
6605,2020,03,07
6606,2005,04,29
6607,1964,09,20
6608,2001,03,10
6609,2004,11,11
6610,1976,04,19
6611,1963,03,29
6612,2010,10,07
6613,1977,06,23
6614,1991,01,28
6615,1984,01,29
6616,1951,01,11
6617,2013,08,14
6618,2019,02,01
6619,1985,12,21
6620,2011,06,15
6621,1974,11,09
6622,1972,02,28
6623,2015,10,15
6624,1948,05,06
6625,2019,06,22
6626,2019,01,30
6627,2014,04,06
6628,1950,06,27
6629,2006,04,22
6630,2005,12,27
6631,1975,05,24
6632,2004,04,15
6633,1972,12,18
6634,2004,07,23
6635,1954,10,17
6636,1967,08,17
6637,1944,01,08
6638,1971,08,27
6639,1992,10,31
6640,1947,02,23
6641,1958,11,14
6642,1987,09,13
6643,2011,06,03
6644,2005,07,08
6645,1942,03,22
6646,1960,06,10
6647,1960,06,26
6648,2005,06,30
6649,1998,02,18
6650,1975,11,08
6651,1991,05,19
6652,1972,01,30
6653,1996,07,31
6654,1950,02,08
6655,2006,10,27
6656,1967,12,15
6657,1950,12,10
6658,1955,02,05
6659,2000,04,02
6660,2012,03,10
6661,1983,03,19
6662,1957,02,09
6663,1945,10,05
6664,2001,12,06
6665,1982,08,12
6666,1981,05,06
6667,1989,11,09
6668,1985,03,20
6669,1997,12,14
6670,1964,02,08
6671,1958,10,19
6672,1940,10,14
6673,1994,04,18
6674,1987,08,10
6675,1995,06,15
6676,1984,06,30
6677,2015,12,04
6678,1970,10,14
6679,1988,12,25
6680,1947,09,22
6681,1995,02,16
6682,2012,02,26
6683,2010,05,15
6684,2015,09,08
6685,1944,09,19
6686,1978,09,22
6687,2002,07,23
6688,1958,08,05
6689,1993,01,09
6690,1987,04,03
6691,1949,06,24
6692,2011,02,17
6693,1995,05,13
6694,2005,02,04
6695,1976,11,12
6696,1997,01,05
6697,1967,06,07
6698,2008,04,06
6699,1957,10,17
6700,1960,03,20
6701,1984,01,16
6702,2008,12,24
6703,1967,12,12
6704,1949,11,18
6705,2015,10,25
6706,1954,03,11
6707,2005,12,18
6708,1998,02,14
6709,2016,11,06
6710,1944,09,01
6711,1970,07,16
6712,1947,04,15
6713,1981,08,05
6714,1964,10,02
6715,1955,09,20
6716,1955,04,13
6717,1972,09,22
6718,1950,11,28
6719,1958,01,23
6720,1994,12,19
6721,1963,05,25
6722,1961,01,25
6723,2016,07,29
6724,2009,02,01
6725,1955,02,03
6726,1963,01,11
6727,1976,09,15
6728,1942,06,13
6729,2012,08,09
6730,2016,09,27
6731,1984,10,22
6732,1995,08,01
6733,1975,07,08
6734,1991,03,03
6735,1984,01,19
6736,1954,08,21
6737,2009,10,20
6738,2000,08,30
6739,1940,06,27
6740,1964,01,01
6741,1992,06,11
6742,1991,05,28
6743,1988,01,16
6744,1969,06,25
6745,1979,12,13
6746,1996,09,02
6747,2006,02,22
6748,1987,07,08
6749,1988,12,01
6750,1946,01,02
6751,1978,01,08
6752,1953,02,17
6753,2009,06,03
6754,1964,05,25
6755,1945,11,05
6756,1987,10,21
6757,1983,02,01
6758,1944,04,04
6759,1950,02,09
6760,1963,06,28
6761,1979,05,03
6762,1950,05,12
6763,1940,10,25
6764,1953,05,20
6765,1973,03,19
6766,2000,10,29
6767,1954,03,07
6768,1986,06,19
6769,1951,10,29
6770,1961,05,09
6771,1944,02,21
6772,2010,05,20
6773,2015,06,27
6774,1991,02,24
6775,1975,03,26
6776,1959,06,03
6777,1997,01,05
6778,1958,08,22
6779,1993,03,22
6780,1961,02,05
6781,1989,05,26
6782,1968,10,10
6783,1975,01,03
6784,1941,09,21
6785,1951,02,07
6786,1997,04,04
6787,2006,09,01
6788,1948,08,10
6789,1946,09,22
6790,1993,08,15
6791,1972,12,05
6792,1948,07,08
6793,2015,06,19
6794,1957,09,02
6795,1961,12,16
6796,1950,06,05
6797,1942,07,06
6798,1953,08,19
6799,1974,07,15
6800,1971,08,28
6801,1976,09,22
6802,1973,04,16
6803,2016,06,29
6804,1988,08,22
6805,1960,12,16
6806,1956,04,29
6807,1976,05,17
6808,1943,09,07
6809,1989,03,19
6810,1984,05,08
6811,1996,06,06
6812,2002,03,02
6813,1965,08,01
6814,1960,12,03
6815,1993,07,18
6816,2004,05,26
6817,1977,10,11
6818,1946,11,20
6819,2001,06,14
6820,1982,02,20
6821,1990,06,14
6822,1949,09,04
6823,2013,09,03
6824,1982,06,11
6825,1958,04,23
6826,1987,04,05
6827,2011,01,07
6828,1985,03,16
6829,2012,08,24
6830,1967,05,10
6831,1945,07,25
6832,1969,01,19
6833,2007,10,30
6834,1954,08,31
6835,1985,04,29
6836,1995,12,29
6837,1993,12,22
6838,2012,02,02
6839,1953,11,01
6840,1945,11,09
6841,1986,09,05
6842,2000,04,16
6843,1941,06,17
6844,1977,03,10
6845,1965,08,07
6846,1996,04,05
6847,2014,07,26
6848,1958,11,10
6849,2009,07,16
6850,2004,05,04
6851,2005,04,24
6852,1941,06,09
6853,2007,06,15
6854,1960,08,17
6855,2000,01,06
6856,1949,03,25
6857,1978,07,21
6858,1956,07,17
6859,1966,11,08
6860,2006,03,08
6861,2002,04,03
6862,1958,03,06
6863,1945,08,27
6864,1950,08,15
6865,1983,02,15
6866,1989,02,26
6867,2013,02,21
6868,1993,12,09
6869,1960,08,04
6870,1940,01,06
6871,2019,05,22
6872,1964,07,15
6873,1974,09,30
6874,1995,04,18
6875,1959,06,29
6876,1964,11,02
6877,1951,12,11
6878,1968,01,31
6879,1957,06,05
6880,2013,02,07
6881,1979,09,10
6882,2005,08,13
6883,2012,10,05
6884,1964,12,09
6885,2015,07,07
6886,2012,02,11
6887,2003,05,06
6888,1959,10,12
6889,1953,09,02
6890,1983,07,24
6891,2019,04,03
6892,1943,11,14
6893,2019,11,10
6894,1963,10,20
6895,1955,11,17
6896,2015,05,03
6897,1975,04,24
6898,1969,11,10
6899,1987,02,27
6900,1952,01,04
6901,1995,02,04
6902,1975,04,06
6903,1995,12,23
6904,1993,11,25
6905,2019,01,21
6906,1941,04,30
6907,1955,02,28
6908,1943,04,07
6909,1984,03,07
6910,2018,04,25
6911,1968,10,03
6912,1978,07,05
6913,2003,06,19
6914,1961,07,15
6915,2006,10,22
6916,1988,01,27
6917,1949,05,07
6918,1976,01,24
6919,1994,07,18
6920,1942,03,10
6921,1988,08,08
6922,2018,03,18
6923,1945,12,25
6924,1954,08,24
6925,1978,11,23
6926,2009,04,30
6927,1984,04,12
6928,2005,10,07
6929,1980,08,16
6930,2004,11,21
6931,1971,02,06
6932,1952,03,11
6933,1992,04,20
6934,2004,07,07
6935,1946,01,17
6936,1999,01,16
6937,1943,09,02
6938,1988,08,24
6939,2017,07,10
6940,1947,05,20
6941,1947,07,24
6942,2012,08,17
6943,1944,11,15
6944,2011,06,05
6945,1953,01,21
6946,2013,09,28
6947,1992,05,29
6948,2011,07,07
6949,1975,01,23
6950,1944,05,19
6951,1943,09,21
6952,1941,11,12
6953,2001,06,19
6954,1974,05,17
6955,1992,01,17
6956,1991,03,28
6957,1942,04,19
6958,1956,01,19
6959,1997,04,06
6960,2006,04,24
6961,1940,05,13
6962,1997,04,16
6963,1983,07,02
6964,1968,10,28
6965,2002,11,13
6966,2006,11,05
6967,2018,07,16
6968,1985,01,18
6969,2002,12,31
6970,2001,08,09
6971,1953,02,03
6972,2015,12,25
6973,1941,06,06
6974,1990,11,24
6975,1975,11,30
6976,1953,10,05
6977,2011,01,11
6978,2002,11,26
6979,1968,03,12
6980,1941,03,11
6981,1946,09,15
6982,1984,12,31
6983,1947,06,30
6984,1942,06,22
6985,1996,10,08
6986,1951,10,20
6987,1997,10,23
6988,1968,12,11
6989,1979,09,19
6990,1966,05,26
6991,1955,04,10
6992,1998,07,11
6993,1978,01,26
6994,1947,10,29
6995,2002,08,15
6996,2019,07,05
6997,1998,04,25
6998,1977,10,13
6999,1994,01,06
7000,1971,12,14
7001,1948,03,10
7002,1951,11,16
7003,2002,09,19
7004,1942,08,23
7005,1966,04,14
7006,1942,12,02
7007,1977,08,20
7008,2000,03,08
7009,2002,04,17
7010,1981,07,11
7011,1943,06,15
7012,1950,09,15
7013,2016,09,14
7014,1983,03,21
7015,1986,01,27
7016,2005,03,12
7017,2015,04,05
7018,1988,04,14
7019,1961,03,17
7020,2013,09,12
7021,1948,06,26
7022,2019,05,10
7023,1968,12,20
7024,2004,04,29
7025,2015,09,18
7026,2000,01,27
7027,2016,05,15
7028,2003,07,07
7029,2015,01,16
7030,1943,10,31
7031,1975,10,22
7032,2012,07,18
7033,1958,08,13
7034,1986,08,21
7035,1950,10,15
7036,1943,06,02
7037,2006,04,28
7038,1946,01,14
7039,1962,05,29
7040,1945,04,20
7041,1953,07,10
7042,1941,10,08
7043,1997,01,01
7044,1950,01,30
7045,1944,02,06
7046,1990,10,28
7047,1974,09,14
7048,2011,09,16
7049,1947,06,13
7050,2010,11,18
7051,1949,08,26
7052,1944,06,02
7053,1994,04,08
7054,2018,11,07
7055,1940,06,13
7056,1959,06,05
7057,1942,03,11
7058,1943,10,20
7059,2010,04,14
7060,2011,02,04
7061,1992,04,14
7062,1972,09,10
7063,2014,03,25
7064,1952,12,27
7065,1945,08,27
7066,1956,05,30
7067,2013,07,04
7068,1963,04,26
7069,2017,10,06
7070,1983,09,09
7071,1945,10,30
7072,2002,05,17
7073,1977,02,10
7074,2005,01,20
7075,1969,01,17
7076,2010,05,14
7077,2000,01,14
7078,2002,02,18
7079,1967,11,16
7080,1997,04,23
7081,1971,12,08
7082,1975,10,02
7083,1982,04,02
7084,1993,09,11
7085,2011,06,20
7086,1984,03,27
7087,1971,06,03
7088,2012,05,23
7089,1940,04,09
7090,2003,03,05
7091,1999,05,17
7092,1944,11,25
7093,1946,03,17
